CustomerID,Recency,Frequency,Monetary,AverageSpend,ProductDiversity,TotalOrders,AverageBasketSize,AverageQuantityPerOrder,Decorations_Spend_Pct,Gadgets_Spend_Pct,Homeware_Spend_Pct,Kitchenware_Spend_Pct,Other_Spend_Pct,Stationery_Spend_Pct,Future_Spend,High_Value_Customer
17718,132,1,139.35,139.35,6,1,6.0,83.0,0.0,0.0,0.0,0.41980624327233584,0.5801937567276642,0.0,0.0,0
13939,8,2,390.21,195.105,32,2,17.0,328.5,0.11316983162912278,0.06458061044053202,0.08918274775121088,0.17713538863688785,0.47351426155147236,0.08241715999077419,178.34,0
14262,7,3,855.0,285.0,42,3,17.0,197.66666666666666,0.0,0.23298245614035087,0.046315789473684206,0.11883040935672513,0.4916959064327485,0.11017543859649123,1763.23,0
13563,40,1,310.88,310.88,39,1,39.0,146.0,0.0,0.04857179619145651,0.022677560473494597,0.07761837364899639,0.8463072568193516,0.0048250128667009775,466.65,0
17455,103,1,131.7,131.7,8,1,8.0,66.0,0.0,0.0,0.0,0.3735763097949887,0.6264236902050114,0.0,0.0,0
13570,143,1,239.49,239.49,27,1,27.0,161.0,0.1457263351288154,0.0,0.0,0.16447450833020166,0.4958035826130527,0.19399557392793018,0.0,0
13064,52,2,659.25,329.625,31,2,18.0,142.0,0.00527872582480091,0.2241183162684869,0.14562002275312855,0.0,0.5772468714448237,0.047736063708759956,446.34000000000003,0
13534,7,21,4371.53,208.16809523809522,101,21,11.142857142857142,106.76190476190476,0.01966130851212276,0.01476599725954071,0.03575407237283057,0.05549544438674789,0.8608084583658354,0.013514719102922776,1498.55,1
15313,10,1,52.0,52.0,1,1,1.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
13132,161,1,77.3,77.3,3,1,3.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
12413,136,2,563.9,281.95,25,2,14.0,102.5,0.0,0.0,0.0,0.14045043447419756,0.7733640716439085,0.08618549388189395,194.20000000000002,0
12481,79,8,4085.2599999999998,510.65749999999997,112,8,19.5,293.875,0.0,0.07611510650484914,0.008841542521161443,0.1340746978160509,0.7331038905724483,0.04786476258549027,1494.56,1
15106,41,3,1032.83,344.27666666666664,67,3,24.0,274.0,0.009062478820328611,0.10079103046968041,0.10935972037992701,0.07518178209385863,0.6157934994142308,0.08981148882197457,389.69,0
13626,152,1,257.23,257.23,19,1,19.0,209.0,0.05831357151187653,0.0,0.0,0.13470435019243476,0.6786922209695602,0.12828985732612835,0.0,0
15172,35,3,886.74,295.58,60,3,20.333333333333332,279.3333333333333,0.08813180864740511,0.039921510251031876,0.055258587635609084,0.03417010623181541,0.5948192254775921,0.18769876175654646,737.31,0
13305,15,6,1085.75,180.95833333333334,27,6,7.0,116.16666666666667,0.1688233939673037,0.02763067004374856,0.2162099930923325,0.0,0.32429196408012895,0.2630439788164863,915.11,0
12816,76,1,318.65000000000003,318.65000000000003,15,1,15.0,77.0,0.0,0.053350070610387566,0.0,0.26926094461007377,0.646320414247607,0.031068570531931586,253.55,0
15855,36,5,712.24,142.448,59,5,16.0,94.0,0.1042485678984612,0.035044367067280695,0.008283724587217793,0.0,0.7675923845894642,0.08483095585757609,0.0,0
15755,8,3,1144.83,381.60999999999996,65,3,22.0,208.0,0.1778429985237983,0.024807176611374614,0.026204764026099947,0.1225946210354376,0.6126499130875327,0.03590052671575693,1219.42,0
15139,139,2,178.96,89.48,13,2,6.5,104.0,0.0,0.0,0.0,0.1475189986589182,0.6503129190880643,0.20216808225301747,0.0,0
17967,271,1,112.27,112.27,41,1,42.0,73.0,0.015142068228378018,0.052551883851429594,0.0,0.04364478489356017,0.7579050503251091,0.13075621270152313,0.0,0
15912,78,2,264.62,132.31,19,2,9.5,92.5,0.0,0.0,0.4412742800997657,0.05177235280779986,0.3570780742196357,0.14987529287279872,0.0,0
13255,273,1,225.7,225.7,6,1,6.0,110.0,0.0,0.0664599025254763,0.0,0.0,0.8298626495347807,0.10367744793974303,173.81,0
17492,148,1,374.57,374.57,12,1,12.0,155.0,0.02723122513815842,0.027765170729102708,0.0,0.10211709426809408,0.6859065061270258,0.15698000373761914,0.0,0
17188,64,5,1815.09,363.018,51,5,11.2,194.2,0.016395881195973752,0.012671547967318425,0.050576004495644845,0.3132627032268372,0.5834586714708362,0.023635191643389588,659.14,1
14288,113,1,426.6,426.6,16,1,16.0,188.0,0.0,0.0,0.0,0.11954992967651194,0.7974683544303797,0.08298171589310831,0.0,0
17122,19,1,138.32,138.32,7,1,7.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
17956,149,1,12.75,12.75,1,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
18079,26,2,2206.18,1103.09,59,2,34.5,2537.5,0.0,0.0,0.001699770644281065,0.029915963339346745,0.3392288933813198,0.6291553726350525,1406.97,1
14546,101,2,874.88,437.44,126,2,71.0,250.5,0.08955513899049011,0.14494559253840528,0.05595053035844916,0.1476659656181419,0.5201056144842722,0.04177715801024141,1699.05,0
16515,50,3,984.62,328.20666666666665,63,3,23.0,181.33333333333334,0.17092888627084563,0.1383782576019175,0.0,0.0863074079340253,0.5013507749182425,0.10303467327496901,639.52,0
15469,20,1,304.3,304.3,16,1,16.0,128.0,0.1452513966480447,0.11633256654617155,0.05865921787709497,0.0,0.5722970752546829,0.10745974367400592,234.25,0
18200,5,1,150.35,150.35,29,1,30.0,104.0,0.10708347189890258,0.0758230794812105,0.0730961090788161,0.06637845028267376,0.6671100764881942,0.010508812770202861,0.0,0
14161,115,3,1097.6200000000001,365.8733333333334,87,3,34.666666666666664,150.0,0.0878901623512691,0.031431643009420376,0.23956378345875617,0.1387547602995572,0.4123467137989468,0.09001293708205024,0.0,0
13750,40,4,1316.63,329.1575,16,4,4.75,107.75,0.0,0.0,0.012076285668714824,0.013215557901612447,0.9747081564296726,0.0,330.63,0
14344,27,8,889.9300000000001,111.24125000000001,56,8,8.875,59.625,0.05208274808130976,0.17681165934399337,0.040733540840290815,0.09753576123964805,0.6283977391480229,0.004438551346735136,0.0,0
13470,15,1,115.5,115.5,7,1,7.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,49.5,0
13983,87,8,1681.06,210.1325,65,8,9.5,99.125,0.028553412727683726,0.04854080163706233,0.017845882954802328,0.04886797615790038,0.721449561586142,0.13474236493640918,922.37,1
15224,258,2,322.08,161.04,13,2,7.0,76.0,0.07218703427719822,0.0,0.0,0.7252235469448584,0.14856557377049182,0.05402384500745156,0.0,0
13725,69,7,1865.7,266.5285714285714,86,7,13.571428571428571,103.42857142857143,0.01326579835986493,0.024119633381572598,0.00250844187168355,0.22773221847027925,0.7230476496757249,0.009326258240874737,114.86,1
14844,23,3,2257.6800000000003,752.5600000000001,64,3,29.0,433.6666666666667,0.01754012969065589,0.07472272421246588,0.019931965557563516,0.09580631444668863,0.7374384323730555,0.05456043371957053,932.13,1
16679,266,1,129.75,129.75,3,1,3.0,29.0,0.0,0.7861271676300579,0.0,0.0,0.2138728323699422,0.0,0.0,0
17552,271,2,298.52,149.26,13,2,6.5,72.0,0.21908079860645857,0.0,0.0,0.23248023583009517,0.48144177944526334,0.06699718611818305,631.89,0
15232,13,2,612.06,306.03,26,2,15.5,343.0,0.06796719275887986,0.0,0.042642878149201056,0.04313302617390453,0.8462569029180147,0.0,0.0,0
14388,21,5,1835.1100000000001,367.02200000000005,80,5,21.8,235.8,0.02174256584073979,0.01689272032739182,0.0693800371639847,0.17589681272512275,0.6856809673534556,0.03040689658930527,1377.73,1
12707,191,1,603.42,603.42,33,1,33.0,256.0,0.0,0.0,0.10440489211494482,0.0,0.8412051307546983,0.05438997713035697,0.0,0
13270,266,1,590.0,590.0,1,1,1.0,200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
17800,17,6,765.3,127.55,36,6,11.166666666666666,75.16666666666667,0.31379851038808315,0.0,0.009800078400627205,0.15680125441003528,0.457467659741278,0.06213249705997649,421.91,0
16573,190,1,292.63,292.63,16,1,16.0,111.0,0.0,0.1185797765095855,0.11184772579708166,0.27953388237706317,0.49003861531626974,0.0,370.98,0
13544,140,1,113.01,113.01,42,1,42.0,63.0,0.0,0.05088045305725157,0.21325546411821963,0.15352623661622866,0.5637554198743474,0.018582426333952747,163.05,0
13814,37,1,617.54,617.54,31,1,31.0,332.0,0.0,0.09715969815720439,0.1457395472358066,0.11357968714577193,0.6153447549956278,0.028176312465589274,961.58,0
13709,1,5,2918.81,583.762,125,5,33.6,378.0,0.06110366896098067,0.055296507823393785,0.011254586629482564,0.11304607014502485,0.7164666422274831,0.042832524213635016,3388.84,1
17758,52,4,1433.25,358.3125,172,4,49.75,226.5,0.07228327228327229,0.0072562358276643995,0.034411302982731554,0.006111983254840398,0.7444060701203559,0.13553113553113552,1974.95,0
14562,26,6,1954.8500000000001,325.80833333333334,103,6,28.166666666666668,149.83333333333334,0.15893802593549375,0.08987901885055118,0.08913727395963884,0.05701204696012482,0.5208583778806558,0.08417525641353557,3051.92,1
15339,218,1,257.9,257.9,40,1,41.0,159.0,0.11962000775494379,0.0,0.17739433889104306,0.02559131446297015,0.6773943388910431,0.0,316.17,0
17596,36,4,1737.08,434.27,112,4,40.25,711.5,0.1370403205379142,0.004116102885301771,0.0007195984065212886,0.03036705275519838,0.5225781196030119,0.3051788058120524,1069.6100000000001,1
17107,54,3,6332.61,2110.87,179,3,77.33333333333333,810.3333333333334,0.03501873635041476,0.10173688258080002,0.15582042791202996,0.04717959893314131,0.6464032997452868,0.013841054478327263,4464.87,1
15128,26,3,1170.24,390.08,66,3,27.0,335.6666666666667,0.012817883511074652,0.06827659283565765,0.04255537325676784,0.08959700574241182,0.5609191277003007,0.22583401695378724,300.76,0
14673,267,1,373.49,373.49,15,1,15.0,213.0,0.12584004926504055,0.40483011593349216,0.0,0.03534231170847948,0.42049318589520474,0.013494337197783073,1362.91,0
14897,196,1,175.5,175.5,10,1,10.0,122.0,0.0,0.0,0.0,0.0,1.0,0.0,1190.88,0
16698,126,2,1998.0,999.0,4,2,2.5,420.0,0.0,0.0,0.0,0.0,0.13213213213213212,0.8678678678678678,0.0,1
12792,156,1,400.53999999999996,400.53999999999996,25,1,25.0,217.0,0.04943326509212563,0.0,0.07602236980076896,0.08688270834373596,0.64999750337045,0.13766415339291957,0.0,0
13233,236,1,304.24,304.24,17,1,17.0,404.0,0.0,0.0,0.1972127267946358,0.2524322902971338,0.4399158559032343,0.11043912700499606,300.88,0
13235,112,1,1031.07,1031.07,53,1,58.0,441.0,0.10736419447758155,0.0,0.044516861124850884,0.06985946637958626,0.7558070742044674,0.022452403813514116,0.0,0
16326,17,7,1215.52,173.6457142857143,74,7,16.285714285714285,33.42857142857143,0.00858068974595235,0.029205607476635514,0.019621232065288933,0.01777017243648809,0.9140861524285901,0.010736145847044886,1823.7,0
16084,199,1,436.18,436.18,38,1,38.0,216.0,0.05777431335687101,0.00962905222614517,0.11692420560319135,0.2634233573295428,0.5405566509239305,0.011692420560319133,0.0,0
14340,118,1,134.7,134.7,6,1,6.0,58.0,0.0757238307349666,0.0,0.16703786191536749,0.0,0.34743875278396436,0.4097995545657016,0.0,0
12939,38,4,7990.08,1997.52,20,4,7.75,802.0,0.0,0.0,0.5294965757539349,0.047759221434578884,0.4227442028114863,0.0,3591.72,1
16518,184,1,190.7,190.7,11,1,11.0,124.0,0.053487152595700055,0.0,0.0,0.3146303093864709,0.6318825380178291,0.0,293.62,0
15899,268,1,56.25,56.25,4,1,4.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
15514,125,6,2501.94,416.99,50,6,16.5,197.33333333333334,0.02762656178805247,0.2533034365332502,0.10072183985227462,0.35412519884569577,0.23779147381631854,0.026431489164408416,1521.78,1
15920,54,4,167.5,41.875,53,4,15.0,24.75,0.014925373134328358,0.12776119402985073,0.22435820895522388,0.025373134328358207,0.48316417910447756,0.1244179104477612,0.0,0
18180,36,2,601.85,300.925,42,2,21.0,276.5,0.0,0.08301071695605217,0.0,0.07576638697349838,0.7271745451524465,0.11404835091800282,1241.9,0
17554,22,2,1249.89,624.945,51,2,31.5,704.5,0.027202393810655336,0.12113065949803582,0.1411804238773012,0.1968173199241533,0.48915504564401663,0.024514157245837633,702.5600000000001,0
13489,5,4,449.52,112.38,11,4,3.5,140.0,0.0,0.8267485317672184,0.033368926855312335,0.033368926855312335,0.10651361452215696,0.0,0.0,0
17291,208,1,550.8000000000001,550.8000000000001,1,1,1.0,72.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
14062,12,9,7801.79,866.8655555555556,57,9,9.88888888888889,401.6666666666667,0.003691460549438014,0.06211266901570025,0.04075474987150385,0.00021533519871721744,0.8788290892218324,0.014396696142808252,2663.0600000000004,1
17848,28,8,821.5999999999999,102.69999999999999,41,8,6.25,48.75,0.0,0.0,0.0,0.06243914313534567,0.7068403115871471,0.23072054527750732,79.6,0
17486,161,1,396.87,396.87,24,1,24.0,191.0,0.0445989870738529,0.0,0.07672537606772997,0.2605387154483836,0.6181369214100335,0.0,0.0,0
17857,9,13,13692.92,1053.3015384615385,11,13,2.0,571.0769230769231,0.0,0.7232204672195558,0.0,0.0,0.23585911551371072,0.04092041726673346,13186.12,1
15919,268,1,214.07999999999998,214.07999999999998,38,1,39.0,175.0,0.0,0.0,0.054652466367713,0.09389013452914799,0.804372197309417,0.04708520179372198,311.61,0
14709,12,8,3364.44,420.555,64,8,17.25,207.75,0.005305489175018725,0.0037153285539346815,0.019795270535363983,0.0450149207594726,0.9056603773584906,0.020508613617719443,1556.6000000000001,1
14419,152,2,307.14,153.57,45,2,28.5,80.5,0.044442273881617506,0.17093182262160578,0.03874454646089731,0.20189490134791951,0.3291658527056066,0.21482060298235334,744.65,0
14682,87,2,52.0,26.0,1,2,1.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
12622,132,1,180.1,180.1,11,1,11.0,69.0,0.0,0.056635202665186006,0.0,0.18073292615213768,0.7626318711826763,0.0,0.0,0
17306,28,14,6123.32,437.38,9,14,3.0714285714285716,600.8571428571429,0.0,0.0,0.14815492249302667,0.029003873715566064,0.8228412037914073,0.0,2507.9900000000002,1
14371,195,1,100.5,100.5,4,1,4.0,34.0,0.0,0.0,0.2597014925373134,0.0,0.7402985074626867,0.0,0.0,0
15845,44,5,2526.76,505.35200000000003,73,5,18.6,275.6,0.027426427519827767,0.06836422928968323,0.10204768161598253,0.05805854137314189,0.6813666513638018,0.06273646883756273,1185.01,1
15396,12,1,288.18,288.18,14,1,14.0,122.0,0.23596363383996113,0.029495454229995142,0.046151710736345344,0.0,0.5847040044416684,0.10368519675202996,0.0,0
17198,265,2,521.66,260.83,73,2,38.5,121.0,0.09124717248782732,0.03958517041751333,0.058467200858796926,0.04303569374688494,0.6807690833109689,0.08689567917800867,170.56,0
14242,134,2,280.55,140.275,13,2,8.0,61.5,0.05257529852076279,0.1261807164498307,0.0620210301194083,0.056317946890037426,0.5760114061664587,0.126893601853502,0.0,0
15363,272,1,326.0,326.0,16,1,16.0,144.0,0.04524539877300614,0.26042944785276073,0.0,0.0,0.6317484662576687,0.06257668711656442,0.0,0
13936,79,1,376.58,376.58,26,1,26.0,330.0,0.1140793456901588,0.0,0.0446120346274364,0.0,0.7466673747942005,0.09464124488820437,0.0,0
14329,8,4,3485.03,871.2575,169,4,48.25,546.0,0.05879432888669538,0.028321133534001144,0.07700077187283898,0.09758309110681973,0.6994660017273882,0.038834672872256476,1490.21,1
15585,76,1,455.3,455.3,31,1,31.0,320.0,0.27215023061717547,0.08117724577201843,0.0,0.15286624203821658,0.49380628157258943,0.0,0.0,0
16752,272,1,207.5,207.5,9,1,9.0,54.0,0.04915662650602409,0.0,0.14457831325301204,0.0,0.7108433734939759,0.09542168674698794,0.0,0
12704,5,3,1100.92,366.97333333333336,40,3,16.666666666666668,155.0,0.0,0.14298949969116737,0.0,0.12589470624568538,0.6855175671256767,0.04559822693747048,1239.92,0
12974,97,1,144.8,144.8,8,1,8.0,24.0,0.0,0.0,0.0,0.0,0.8370165745856353,0.16298342541436464,0.0,0
16665,262,1,135.39999999999998,135.39999999999998,9,1,9.0,59.0,0.0,0.0,0.3855243722304284,0.09896602658788776,0.515509601181684,0.0,0.0,0
13284,230,1,201.19,201.19,13,1,13.0,91.0,0.0,0.0,0.0,0.315622048809583,0.6593270043242706,0.02505094686614643,0.0,0
16832,84,3,199.15,66.38333333333334,11,3,4.0,11.0,0.08209892041174995,0.0,0.07983931709766508,0.0,0.838061762490585,0.0,0.0,0
16565,264,1,173.7,173.7,3,1,3.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
15160,257,1,158.16,158.16,4,1,4.0,84.0,0.0,0.15933232169954478,0.0,0.12518968133535657,0.7154779969650986,0.0,0.0,0
12942,31,3,675.6,225.20000000000002,68,3,23.333333333333332,66.0,0.015097690941385434,0.018502072232089994,0.04166666666666667,0.09308762581409119,0.804558910597987,0.02708703374777975,0.0,0
14457,210,1,113.64,113.64,4,1,4.0,88.0,0.0,0.0,0.0,0.0,0.9556494192185849,0.044350580781414996,0.0,0
13705,44,2,522.68,261.34,20,2,10.5,118.5,0.14349123746843195,0.03482054029233949,0.0,0.0,0.8216882222392285,0.0,189.18,0
14775,37,2,701.46,350.73,39,2,20.0,401.0,0.01454109999144641,0.0,0.04276794115131297,0.05645368231973312,0.7471559319134377,0.1390813446240698,310.44,0
16097,140,1,185.04999999999998,185.04999999999998,10,1,10.0,87.0,0.0,0.0,0.0,0.11024047554714943,0.8087003512564173,0.08105917319643341,0.0,0
13183,1,6,2394.98,399.16333333333336,50,6,12.0,241.33333333333334,0.0,0.0,0.025052401272661985,0.0,0.974947598727338,0.0,1562.8000000000002,1
17674,268,1,300.66,300.66,11,1,11.0,349.0,0.0,0.0,0.0,0.0,0.20255438036320095,0.797445619636799,250.38,0
17029,10,2,716.0,358.0,1,2,1.0,200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
13196,162,1,512.13,512.13,34,1,34.0,320.0,0.0,0.0,0.05857887645714955,0.1408821978794447,0.49909202741491415,0.30144689824849163,1285.65,0
15867,13,12,2947.41,245.61749999999998,253,12,30.0,123.75,0.03598074241452665,0.022192365500558118,0.08502380055709928,0.07362396137625916,0.7387299357741204,0.04444919437743647,862.73,1
12689,27,1,511.03,511.03,34,1,34.0,281.0,0.04843159892765591,0.03874527914212472,0.0,0.11662720388235524,0.7165919809013169,0.07960393714654718,736.5799999999999,0
17508,180,1,387.31,387.31,22,1,22.0,289.0,0.38883581627120395,0.0,0.0,0.0,0.5498179752652913,0.06134620846350468,0.0,0
15372,37,1,2007.3999999999999,2007.3999999999999,27,1,27.0,2924.0,0.025107103716249878,0.0,0.0,0.18754607950582847,0.6414864999501844,0.1458603168277374,0.0,1
13488,20,9,6596.38,732.9311111111111,231,9,34.0,359.1111111111111,0.029379750711754023,0.08887601987756921,0.059851009189889,0.1901831004278104,0.6054138785212495,0.026296241271727822,2371.93,1
12715,6,1,343.36,343.36,20,1,20.0,192.0,0.0,0.057665424044734376,0.05067567567567567,0.02970643056849953,0.8619524697110905,0.0,0.0,0
12970,222,2,23.8,11.9,8,2,4.0,4.0,0.0,0.0,0.0,0.31512605042016806,0.615546218487395,0.06932773109243696,381.67,0
13870,1,5,2179.4700000000003,435.89400000000006,82,5,17.6,211.6,0.1657375416959169,0.08614020839928972,0.08190064556979448,0.09970313883650611,0.3631295681977728,0.20338889730071985,591.47,1
